Year,series,station,data,value
2001,national_7_stn_temp_data,Dunedin,Anomaly,0.11
2002,national_7_stn_temp_data,Dunedin,Anomaly,0.25
2003,national_7_stn_temp_data,Dunedin,Anomaly,-0.08
2004,national_7_stn_temp_data,Dunedin,Anomaly,-0.56
2005,national_7_stn_temp_data,Dunedin,Anomaly,0.28
2006,national_7_stn_temp_data,Dunedin,Anomaly,-0.03
2007,national_7_stn_temp_data,Dunedin,Anomaly,0.07
2008,national_7_stn_temp_data,Dunedin,Anomaly,0.28
2009,national_7_stn_temp_data,Dunedin,Anomaly,-0.22
2010,national_7_stn_temp_data,Dunedin,Anomaly,0.58
2011,national_7_stn_temp_data,Dunedin,Anomaly,0.3
2012,national_7_stn_temp_data,Dunedin,Anomaly,0
2013,national_7_stn_temp_data,Dunedin,Anomaly,0.69
1909,national_7_stn_temp_data,7_Stn_Composite,Temp,12.39
1910,national_7_stn_temp_data,7_Stn_Composite,Temp,12.46
1911,national_7_stn_temp_data,7_Stn_Composite,Temp,11.95
1912,national_7_stn_temp_data,7_Stn_Composite,Temp,11.33
1913,national_7_stn_temp_data,7_Stn_Composite,Temp,11.57
1914,national_7_stn_temp_data,7_Stn_Composite,Temp,11.58
1915,national_7_stn_temp_data,7_Stn_Composite,Temp,11.94
1916,national_7_stn_temp_data,7_Stn_Composite,Temp,12.99
1917,national_7_stn_temp_data,7_Stn_Composite,Temp,12.8
1918,national_7_stn_temp_data,7_Stn_Composite,Temp,11.81
1919,national_7_stn_temp_data,7_Stn_Composite,Temp,11.39
1920,national_7_stn_temp_data,7_Stn_Composite,Temp,11.54
1921,national_7_stn_temp_data,7_Stn_Composite,Temp,11.86
1922,national_7_stn_temp_data,7_Stn_Composite,Temp,12.01
1923,national_7_stn_temp_data,7_Stn_Composite,Temp,11.85
1924,national_7_stn_temp_data,7_Stn_Composite,Temp,12.81
1925,national_7_stn_temp_data,7_Stn_Composite,Temp,11.59
1926,national_7_stn_temp_data,7_Stn_Composite,Temp,11.78
1927,national_7_stn_temp_data,7_Stn_Composite,Temp,11.62
1928,national_7_stn_temp_data,7_Stn_Composite,Temp,12.7
1929,national_7_stn_temp_data,7_Stn_Composite,Temp,11.95
1930,national_7_stn_temp_data,7_Stn_Composite,Temp,11.25
1931,national_7_stn_temp_data,7_Stn_Composite,Temp,11.45
1932,national_7_stn_temp_data,7_Stn_Composite,Temp,11.6
1933,national_7_stn_temp_data,7_Stn_Composite,Temp,12.06
1934,national_7_stn_temp_data,7_Stn_Composite,Temp,12.27
1935,national_7_stn_temp_data,7_Stn_Composite,Temp,12.47
1936,national_7_stn_temp_data,7_Stn_Composite,Temp,11.88
1937,national_7_stn_temp_data,7_Stn_Composite,Temp,11.67
1938,national_7_stn_temp_data,7_Stn_Composite,Temp,12.85
1939,national_7_stn_temp_data,7_Stn_Composite,Temp,11.93
1940,national_7_stn_temp_data,7_Stn_Composite,Temp,11.74
1941,national_7_stn_temp_data,7_Stn_Composite,Temp,11.73
1942,national_7_stn_temp_data,7_Stn_Composite,Temp,12.03
1943,national_7_stn_temp_data,7_Stn_Composite,Temp,11.76
1944,national_7_stn_temp_data,7_Stn_Composite,Temp,11.78
1945,national_7_stn_temp_data,7_Stn_Composite,Temp,11.53
1946,national_7_stn_temp_data,7_Stn_Composite,Temp,11.8
1947,national_7_stn_temp_data,7_Stn_Composite,Temp,12.06
1948,national_7_stn_temp_data,7_Stn_Composite,Temp,12.29
1949,national_7_stn_temp_data,7_Stn_Composite,Temp,12.01
1950,national_7_stn_temp_data,7_Stn_Composite,Temp,12.12
1951,national_7_stn_temp_data,7_Stn_Composite,Temp,11.8
1952,national_7_stn_temp_data,7_Stn_Composite,Temp,12.12
1953,national_7_stn_temp_data,7_Stn_Composite,Temp,12.06
1954,national_7_stn_temp_data,7_Stn_Composite,Temp,12.59
1955,national_7_stn_temp_data,7_Stn_Composite,Temp,12.78
1956,national_7_stn_temp_data,7_Stn_Composite,Temp,12.92
1957,national_7_stn_temp_data,7_Stn_Composite,Temp,12.46
1958,national_7_stn_temp_data,7_Stn_Composite,Temp,12.39
1959,national_7_stn_temp_data,7_Stn_Composite,Temp,12.15
1960,national_7_stn_temp_data,7_Stn_Composite,Temp,12.27
1961,national_7_stn_temp_data,7_Stn_Composite,Temp,12.28
1962,national_7_stn_temp_data,7_Stn_Composite,Temp,12.91
1963,national_7_stn_temp_data,7_Stn_Composite,Temp,11.96
1964,national_7_stn_temp_data,7_Stn_Composite,Temp,12.02
1965,national_7_stn_temp_data,7_Stn_Composite,Temp,11.88
1966,national_7_stn_temp_data,7_Stn_Composite,Temp,12.15
1967,national_7_stn_temp_data,7_Stn_Composite,Temp,12.27
1968,national_7_stn_temp_data,7_Stn_Composite,Temp,12.21
1969,national_7_stn_temp_data,7_Stn_Composite,Temp,12.18
1970,national_7_stn_temp_data,7_Stn_Composite,Temp,12.87
1971,national_7_stn_temp_data,7_Stn_Composite,Temp,13.1
1972,national_7_stn_temp_data,7_Stn_Composite,Temp,12.24
1973,national_7_stn_temp_data,7_Stn_Composite,Temp,12.69
1974,national_7_stn_temp_data,7_Stn_Composite,Temp,12.74
1975,national_7_stn_temp_data,7_Stn_Composite,Temp,12.61
1976,national_7_stn_temp_data,7_Stn_Composite,Temp,11.73
1977,national_7_stn_temp_data,7_Stn_Composite,Temp,11.77
1978,national_7_stn_temp_data,7_Stn_Composite,Temp,12.82
1979,national_7_stn_temp_data,7_Stn_Composite,Temp,12.55
1980,national_7_stn_temp_data,7_Stn_Composite,Temp,12.25
1981,national_7_stn_temp_data,7_Stn_Composite,Temp,12.86
1982,national_7_stn_temp_data,7_Stn_Composite,Temp,12.11
1983,national_7_stn_temp_data,7_Stn_Composite,Temp,12.03
1984,national_7_stn_temp_data,7_Stn_Composite,Temp,12.68
1985,national_7_stn_temp_data,7_Stn_Composite,Temp,12.85
1986,national_7_stn_temp_data,7_Stn_Composite,Temp,12.65
1987,national_7_stn_temp_data,7_Stn_Composite,Temp,12.77
1988,national_7_stn_temp_data,7_Stn_Composite,Temp,12.93
1989,national_7_stn_temp_data,7_Stn_Composite,Temp,12.97
1990,national_7_stn_temp_data,7_Stn_Composite,Temp,12.99
1991,national_7_stn_temp_data,7_Stn_Composite,Temp,12.17
1992,national_7_stn_temp_data,7_Stn_Composite,Temp,11.48
1993,national_7_stn_temp_data,7_Stn_Composite,Temp,11.84
1994,national_7_stn_temp_data,7_Stn_Composite,Temp,12.33
1995,national_7_stn_temp_data,7_Stn_Composite,Temp,12.59
1996,national_7_stn_temp_data,7_Stn_Composite,Temp,12.45
1997,national_7_stn_temp_data,7_Stn_Composite,Temp,12.27
1998,national_7_stn_temp_data,7_Stn_Composite,Temp,13.41
1999,national_7_stn_temp_data,7_Stn_Composite,Temp,13.35
2000,national_7_stn_temp_data,7_Stn_Composite,Temp,12.79
2001,national_7_stn_temp_data,7_Stn_Composite,Temp,12.9
2002,national_7_stn_temp_data,7_Stn_Composite,Temp,12.67
2003,national_7_stn_temp_data,7_Stn_Composite,Temp,12.62
2004,national_7_stn_temp_data,7_Stn_Composite,Temp,12.17
2005,national_7_stn_temp_data,7_Stn_Composite,Temp,13.11
2006,national_7_stn_temp_data,7_Stn_Composite,Temp,12.4
2007,national_7_stn_temp_data,7_Stn_Composite,Temp,12.67
2008,national_7_stn_temp_data,7_Stn_Composite,Temp,12.86
2009,national_7_stn_temp_data,7_Stn_Composite,Temp,12.29
2010,national_7_stn_temp_data,7_Stn_Composite,Temp,13.07
2011,national_7_stn_temp_data,7_Stn_Composite,Temp,12.83
2012,national_7_stn_temp_data,7_Stn_Composite,Temp,12.45
2013,national_7_stn_temp_data,7_Stn_Composite,Temp,13.33
1909,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.22
1910,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.15
1911,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.66
1912,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.28
1913,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.04
1914,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.03
1915,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.67
1916,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.38
1917,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.19
1918,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.8
1919,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.22
1920,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.07
1921,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.75
1922,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.6
1923,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.76
1924,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.2
1925,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.02
1926,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.83
1927,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.99
1928,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.09
1929,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.66
1930,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.36
1931,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.16
1932,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.01
1933,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.55
1934,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.34
1935,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.14
1936,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.72
1937,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.94
1938,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.24
1939,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.68
1940,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.86
1941,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.88
1942,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.58
1943,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.85
1944,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.83
1945,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.07
1946,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.81
1947,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.55
1948,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.32
1949,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.6
1950,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.48
1951,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.81
1952,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.48
1953,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.55
1954,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.01
1955,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.18
1956,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.31
1957,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.15
1958,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.22
1959,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.46
1960,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.34
1961,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.33
1962,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.3
1963,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.65
1964,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.59
1965,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.73
1966,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.46
1967,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.34
1968,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.4
1969,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.43
1970,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.26
1971,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.5
1972,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.37
1973,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.08
1974,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.13
1975,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0
1976,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.88
1977,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.84
1978,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.21
1979,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.06
1980,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.35
1981,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.25
1982,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.49
1983,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.58
1984,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.07
1985,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.24
1986,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.05
1987,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.16
1988,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.32
1989,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.36
1990,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.38
1991,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.44
1992,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-1.13
1993,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.77
1994,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.28
1995,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.02
1996,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.16
1997,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.33
1998,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.8
1999,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.74
2000,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.18
2001,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.29
2002,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.06
2003,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.01
2004,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.44
2005,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.5
2006,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.21
2007,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.06
2008,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.25
2009,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.32
2010,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.46
2011,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.22
2012,national_7_stn_temp_data,7_Stn_Composite,Anomaly,-0.15
2013,national_7_stn_temp_data,7_Stn_Composite,Anomaly,0.72
1981_2010,national_7_stn_temp_data,Auckland,average_temp,15.44
1981_2010,national_7_stn_temp_data,Masterton,average_temp,12.57
1981_2010,national_7_stn_temp_data,Wellington,average_temp,12.9
1981_2010,national_7_stn_temp_data,Hokitika,average_temp,11.72
1981_2010,national_7_stn_temp_data,Nelson,average_temp,12.88
1981_2010,national_7_stn_temp_data,Lincoln,average_temp,11.69
1981_2010,national_7_stn_temp_data,Dunedin,average_temp,11.07
1981_2010,national_7_stn_temp_data,7_Stn_Composite,average_temp,12.61
1909,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.19
1910,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.34
1911,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.67
1912,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.83
1913,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.94
1914,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.73
1915,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.43
1916,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.39
1917,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.42
1918,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.5
1919,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.73
1920,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.89
1921,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.88
1922,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.6
1923,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.59
1924,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.6
1925,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.68
1926,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.51
1927,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.68
1928,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.75
1929,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.82
1930,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.82
1931,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.95
1932,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.88
1933,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.64
1934,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.55
1935,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.54
1936,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.38
1937,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.45
1938,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.59
1939,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.62
1940,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.55
1941,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.77
1942,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.8
1943,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.84
1944,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.83
1945,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.82
1946,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.72
1947,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.67
1948,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.55
1949,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.55
1950,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.54
1951,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.58
1952,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.47
1953,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.33
1954,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.11
1955,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.04
1956,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.02
1957,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.07
1958,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.17
1959,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.3
1960,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.21
1977,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.31
1978,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.38
1979,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.16
1980,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.09
1981,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.25
1982,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.22
1983,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.1
1984,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.14
1985,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.01
1986,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.17
1987,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.23
1988,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.25
1989,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.16
1990,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.1
1991,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.32
1992,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.45
1993,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.53
1994,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.47
1995,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.31
1996,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0
1997,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.21
1998,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.25
1999,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.34
2000,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.41
2001,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.26
2002,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.02
2003,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.08
2004,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.02
2005,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.02
2006,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.03
2007,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.06
2008,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.05
2009,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.13
2010,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.09
2011,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.19
2012,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.26
2013,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.26
